popularity,budget,revenue,original_title,Star,Co Star,director,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
4.101979,200000000,705717432,The Amazing Spider-Man 2,Andrew Garfield,Emma Stone,Marc Webb,142,Action,2813,6.6,2014,184218210.2,650030011
3.990452,178000000,370541256,Edge of Tomorrow,Tom Cruise,Emily Blunt,Doug Liman,113,Action,3267,7.7,2014,163954207,341302234.8
3.989231,44000000,11305175,The Interview,James Franco,Seth Rogen,Evan Goldberg|Seth Rogen,112,Action,1657,6.1,2014,40528006.23,10413095.52
3.863074,58800000,542307423,American Sniper,Bradley Cooper,Sienna Miller,Clint Eastwood,134,War,3004,7.5,2014,54160153.79,499514514.1
3.81374,140000000,268031828,Exodus: Gods and Kings,Christian Bale,Joel Edgerton,Ridley Scott,153,Adventure,1377,5.6,2014,128952747.1,246881718.1
3.689601,160000000,529076069,Godzilla,Aaron Taylor-Johnson,Ken Watanabe,Gareth Edwards,123,Action,2169,6.2,2014,147374568.1,487327232.3
3.582315,180000000,758410378,Maleficent,Angelina Jolie,Elle Fanning,Robert Stromberg,97,Fantasy,2928,7,2014,165796389.1,698565012
3.573028,15000000,32556119,The November Man,Pierce Brosnan,Luke Bracey,Roger Donaldson,108,Crime,481,6,2014,13816365.76,29987149.86
3.489314,5000000,102529779,Ouija,Olivia Cooke,Ana Coto,Stiles White,89,Horror,569,4.9,2014,4605455.254,94439261.87
3.489106,145000000,609123048,How to Train Your Dragon 2,Jay Baruchel,Gerard Butler,Dean DeBlois,102,Fantasy,2152,7.7,2014,133558202.4,561057788.3
3.393741,2000000,13500000,It Follows,Maika Monroe,Keir Gilchrist,David Robert Mitchell,100,Thriller,1003,6.6,2014,1842182.102,12434729.19
3.34625,90000000,206172544,The Expendables 3,Sylvester Stallone,Jason Statham,Patrick Hughes,127,Action,1275,6.2,2014,82898194.57,189903685.2
3.327799,60000000,469160692,The Lego Movie,Will Arnett,Elizabeth Banks,Phil Lord|Christopher Miller,100,Adventure,2268,7.5,2014,55265463.05,432139714.8
3.260581,95000000,114178613,Seventh Son,Jeff Bridges,Julianne Moore,Sergey Bodrov,102,Adventure,675,5.1,2014,87503649.82,105168898.6
3.170271,15000000,121201940,The Theory of Everything,Eddie Redmayne,Felicity Jones,James Marsh,123,Drama,1960,7.8,2014,13816365.76,111638022.3
3.14993,17000000,136621271,Let's Be Cops,Jake Johnson,Damon Wayans Jr.,Luke Greenfield,104,Comedy,912,6.4,2014,15658547.86,125840630.1
3.028769,70000000,215529201,Dracula Untold,Luke Evans,Sarah Gadon,Gary Shore,92,Horror,1666,6.1,2014,64476373.55,198522018.2
3.007018,132000000,373552094,Penguins of Madagascar,Tom McGrath,Chris Miller,Simon J. Smith|Eric Darnell,92,Family,939,6.5,2014,121584018.7,344075490.8
2.996038,50000000,212902372,Into the Woods,Meryl Streep,Emily Blunt,Rob Marshall,125,Fantasy,1095,5.6,2014,46054552.54,196102469.5
2.979181,110000000,337580051,300: Rise of an Empire,Sullivan Stapleton,Eva Green,Noam Murro,102,Action,1664,6.1,2014,101320015.6,310941963.9
2.881991,25000000,66980456,The Giver,Jeff Bridges,Meryl Streep,Phillip Noyce,94,Drama,1151,6.3,2014,23027276.27,61695098.6
2.805019,50000000,188441614,22 Jump Street,Jonah Hill,Channing Tatum,Phil Lord|Christopher Miller,112,Crime,2416,7,2014,46054552.54,173571884.2
2.777996,28000000,53181600,A Walk Among the Tombstones,Liam Neeson,Dan Stevens,Scott Frank,113,Crime,823,6.2,2014,25790549.42,48985095.83
2.721864,55000000,259207227,Paddington,Nicole Kidman,Peter Capaldi,Paul King,95,Comedy,606,7.1,2014,50660007.79,238753457.1
2.692691,7000000,2360281,Cake,Jennifer Aniston,Anna Kendrick,Daniel Barnz,102,Drama,255,6.1,2014,6447637.355,2174033.706
2.67235,11000000,45967935,Chef,Jon Favreau,John Leguizamo,Jon Favreau,115,Comedy,866,7.2,2014,10132001.56,42340653.55
2.611251,9000000,108782847,The Purge: Anarchy,Frank Grillo,Carmen Ejogo,James DeMonaco,104,Horror,1126,6.6,2014,8289819.457,100198906.8
2.601775,16000000,19682924,Left Behind,Nicolas Cage,Chad Michael Murray,Vic Armstrong,110,Thriller,253,3.8,2014,14737456.81,18129765.15
2.595951,4000000,44349000,Boyhood,Ellar Coltrane,Patricia Arquette,Richard Linklater,164,Drama,1343,7.6,2014,3684364.203,40849467.01
2.576396,20000000,12007070,A Most Violent Year,Oscar Isaac,Jessica Chastain,J.C. Chandor,125,Action,384,6.4,2014,18421821.02,11059604.72
2.549403,100000000,243400000,Hercules,Dwayne Johnson,Ian McShane,Brett Ratner,99,Action,1215,5.6,2014,92109105.08,224193561.8
2.526779,125000000,362637473,Noah,Russell Crowe,Jennifer Connelly,Darren Aronofsky,139,Drama,1589,5.5,2014,115136381.3,334022131.1
2.523101,50000000,83719388,The Judge,Robert Downey Jr.,Robert Duvall,David Dobkin,141,Drama,974,7.2,2014,46054552.54,77113179.06
2.445165,40000000,123494610,Blended,Drew Barrymore,Adam Sandler,Frank Coraci,117,Comedy,720,6.7,2014,36843642.03,113749780.1
2.376309,18000000,268157400,Neighbors,Seth Rogen,Zac Efron,Nicholas Stoller,96,Comedy,1829,6.2,2014,16579638.91,246997381.3
2.361267,11000000,78874843,If I Stay,Chlo? Grace Moretz,Jamie Blackley,R.J. Cutler,106,Drama,856,7.2,2014,10132001.56,72650912.02
2.303556,45000000,86165646,Step Up All In,Ryan Guzman,Briana Evigan,Trish Sie,112,Romance,421,6.7,2014,41449097.28,79366405.41
2.293859,12000000,305151265,The Fault in Our Stars,Shailene Woodley,Ansel Elgort,Josh Boone,125,Romance,2389,7.8,2014,11053092.61,281072099.3
2.165462,25000000,153997819,Ride Along,Ice Cube,Kevin Hart,Tim Story,99,Action,634,6.1,2014,23027276.27,141846012.9
2.160156,20000000,11110975,Inherent Vice,Joaquin Phoenix,Josh Brolin,Paul Thomas Anderson,148,Comedy,552,6.3,2014,18421821.02,10234219.64
2.141491,60000000,50549107,Jack Ryan: Shadow Recruit,Chris Pine,Keira Knightley,Kenneth Branagh,105,Action,873,5.9,2014,55265463.05,46560330.08
2.136758,50000000,222809600,Non-Stop,Liam Neeson,Julianne Moore,Jaume Collet-Serra,106,Action,1648,6.8,2014,46054552.54,205227928.6
2.116264,5500000,3000000,Predestination,Ethan Hawke,Sarah Snook,Michael Spierig|Peter Spierig,97,Science Fiction,1136,7.2,2014,5066000.779,2763273.152
1.957672,12600000,18658381,The Drop,Tom Hardy,Noomi Rapace,Micha?l R. Roskam,106,Drama,583,6.6,2014,11605747.24,17186067.76
1.940735,120000000,239379423,RoboCop,Joel Kinnaman,Gary Oldman,Jos? Padilha,102,Science Fiction,1709,5.7,2014,110530926.1,220490244.3
1.904422,100000000,103039258,Transcendence,Johnny Depp,Paul Bettany,Wally Pfister,119,Thriller,1555,5.9,2014,92109105.08,94908538.42
1.900038,40000000,196781193,The Other Woman,Cameron Diaz,Leslie Mann,Nick Cassavetes,109,Comedy,1056,6.2,2014,36843642.03,181253395.8
1.894706,145000000,272912430,Mr. Peabody & Sherman,Ty Burrell,Max Charles,Rob Minkoff,92,Animation,592,6.8,2014,133558202.4,251377196.9
1.840817,65000000,39407616,Sin City: A Dame to Kill For,Mickey Rourke,Jessica Alba,Frank Miller|Robert Rodriguez,102,Crime,857,6.2,2014,59870918.3,36298002.43
1.811692,103000000,500188435,Rio 2,Jesse Eisenberg,Anne Hathaway,Carlos Saldanha,102,Animation,659,6.5,2014,94872378.23,460719091.2
1.805954,40000000,169837010,Dumb and Dumber To,Jim Carrey,Jeff Daniels,Bobby Farrelly|Peter Farrelly,110,Comedy,790,5.5,2014,36843642.03,156435350
1.779861,70000000,154984035,The Monuments Men,Matt Damon,Cate Blanchett,George Clooney,118,War,1083,5.7,2014,64476373.55,142754407.7
1.769987,65000000,163442937,Unbroken,Jack O'Connell,Domhnall Gleeson,Angelina Jolie,137,Drama,981,7.2,2014,59870918.3,150545826.6
1.754707,20000000,66787908,Selma,David Oyelowo,Tom Wilkinson,Ava DuVernay,127,History,580,7.5,2014,18421821.02,61517744.36
1.737699,4900000,3494070,Mommy,Anne Dorval,Suzanne Cl?ment,Xavier Dolan,138,Drama,389,8,2014,4513346.149,3218356.608
1.649321,15000000,52501541,Wild,Reese Witherspoon,Laura Dern,Jean-Marc Vall?e,115,Drama,677,6.9,2014,13816365.76,48358699.57
1.638781,130000000,117831631,Pompeii,Kit Harington,Carrie-Anne Moss,Paul W.S. Anderson,105,Action,837,5.1,2014,119741836.6,108533660.8
1.63015,26000000,35926213,The Best of Me,Michelle Monaghan,James Marsden,Michael Hoffman,117,Drama,535,7.2,2014,23948367.32,33091313.28
1.58801,65000000,133821816,Annie,Quvenzhan? Wallis,Jamie Foxx,Will Gluck,119,Music,331,6.1,2014,59870918.3,123262077.1
1.545055,50000000,97437106,The Book of Life,Diego Luna,Channing Tatum,Jorge R. Gutierrez,95,Romance,531,7.3,2014,46054552.54,89748446.35
1.542392,13000000,54837234,St. Vincent,Bill Murray,Melissa McCarthy,Theodore Melfi,102,Comedy,531,7.1,2014,11974183.66,50510085.49
1.541069,66000000,203277636,Need for Speed,Aaron Paul,Dominic Cooper,Scott Waugh,130,Action,1117,6.2,2014,60792009.35,187237211.3
1.449046,22000000,88880821,The Hundred-Foot Journey,Helen Mirren,Manish Dayal,Lasse Hallstr?m,122,Drama,352,7.2,2014,20264003.12,81867328.81
1.440084,60000000,108255770,The Boxtrolls,Ben Kingsley,Isaac Hempstead Wright,Graham Annable|Anthony Stacchi,97,Animation,498,6.6,2014,55265463.05,99713420.94
1.398713,10000000,28883511,Big Eyes,Amy Adams,Christoph Waltz,Tim Burton,105,Drama,710,6.8,2014,9210910.508,26604343.5
1.394382,18000000,266586800,The Prince,Bruce Willis,Jason Patric,Brian A Miller,93,Thriller,165,4.6,2014,16579638.91,245550715.7
1.319416,4000000,600896,The Signal,Brenton Thwaites,Laurence Fishburne,William Eubank,95,Thriller,400,5.8,2014,3684364.203,553479.928
1.3155,50000000,160602194,Into the Storm,Richard Armitage,Sarah Wayne Callies,Steven Quale,89,Action,572,5.7,2014,46054552.54,147929243.6
1.240895,50000000,151165787,Planes: Fire & Rescue,Dane Cook,Ed Harris,Roberts Gannaway,83,Animation,223,5.9,2014,46054552.54,139237453.6
1.214094,35000000,17508518,Sabotage,Arnold Schwarzenegger,Sam Worthington,David Ayer,110,Action,422,5.4,2014,32238186.78,16126939.24
1.146492,13200000,53830415,No Good Deed,Idris Elba,Taraji P. Henson,Sam Miller,84,Thriller,105,5.8,2014,12158401.87,49582713.52
1.142614,5000000,41797583,Still Alice,Julianne Moore,Alec Baldwin,Richard Glatzer|Wash Westmoreland,99,Drama,725,7.5,2014,4605455.254,38499379.65
1.140302,5000000,40100000,"As Above, So Below",Perdita Weeks,Ben Feldman,John Erick Dowdle,93,Horror,501,6.1,2014,4605455.254,36935751.14
1.136851,24000000,12096300,Foxcatcher,Steve Carell,Channing Tatum,Bennett Miller,134,Drama,645,6.5,2014,22106185.22,11141793.68
1.077877,20000000,34077920,Endless Love,Alex Pettyfer,Gabriella Wilde,Shana Feste,103,Drama,357,6.6,2014,18421821.02,31388867.14
1.052381,12250000,2295423,The Rover,Guy Pearce,Robert Pattinson,David Mich?d,100,Crime,164,6,2014,11283365.37,2114293.583
1.041267,24000000,70181428,Think Like a Man Too,Kevin Hart,Regina Hall,Tim Story,106,Comedy,175,6.2,2014,22106185.22,64643485.26
1.039133,15000000,9104716,Suite Fran?aise,Michelle Williams,Kristin Scott Thomas,Saul Dibb,107,Drama,161,6.9,2014,13816365.76,8386272.427
1.027357,15000000,59209,Walk of Shame,Elizabeth Banks,James Marsden,Steven Brill,95,Comedy,402,5.7,2014,13816365.76,54536.88
1.018115,6500000,255273813,Annabelle,Annabelle Wallis,Alfre Woodard,John R. Leonetti,99,Horror,827,5.6,2014,5987091.83,235130424.7
0.989916,65000000,71154592,"I, Frankenstein",Aaron Eckhart,Yvonne Strahovski,Stuart Beattie,92,Horror,501,5.1,2014,59870918.3,65539857.91
0.988081,8000000,26049082,That Awkward Moment,Zac Efron,Miles Teller,Tom Gormican,94,Comedy,713,6,2014,7368728.406,23993576.31
0.98174,27000000,28831145,Draft Day,Kevin Costner,Jennifer Garner,Ivan Reitman,109,Drama,207,6.5,2014,24869458.37,26556109.64
0.979655,28000000,68896829,Brick Mansions,Paul Walker,David Belle,Camille Delamarre,90,Action,476,5.8,2014,25790549.42,63460252.62
0.967846,2000000,6676471,The Babadook,Essie Davis,Noah Wiseman,Jennifer Kent,93,Drama,1089,6.5,2014,1842182.102,6149637.689
0.966048,20000000,100525432,Tammy,Melissa McCarthy,Susan Sarandon,Ben Falcone,97,Comedy,381,5.1,2014,18421821.02,92593075.79
0.92537,60000000,30800231,Winter's Tale,Colin Farrell,Jessica Brown Findlay,Akiva Goldsman,118,Drama,327,5.9,2014,55265463.05,28369817.14
0.916435,5000000,2367161,The Guest,Dan Stevens,Maika Monroe,Adam Wingard,99,Mystery,402,6.6,2014,4605455.254,2180370.813
0.893121,22500000,15520023,The Water Diviner,Russell Crowe,Olga Kurylenko,Russell Crowe,112,War,287,6.8,2014,20724548.64,14295354.29
0.890965,5000000,6833445,The Green Inferno,Lorenza Izzo,Ariel Levy,Eli Roth,100,Horror,194,4.8,2014,4605455.254,6294225.035
0.876514,28000000,100654149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Steve Carell,Jennifer Garner,Miguel Arteta,81,Family,380,6.2,2014,25790549.42,92711635.87
0.876066,19800000,41296320,This Is Where I Leave You,Jason Bateman,Tina Fey,Shawn Levy,103,Drama,377,6.5,2014,18237602.81,38037670.78
0.870104,16000000,2429989,The Homesman,Hilary Swank,Tommy Lee Jones,Tommy Lee Jones,122,Western,150,6.2,2014,14737456.81,2238241.121
0.805839,8500000,7500000,Big Game,Samuel L. Jackson,Onni Tommila,Jalmari Helander,90,Action,261,5.2,2014,7829273.932,6908182.881
0.797723,40000000,67347013,Jersey Boys,Christopher Walken,Vincent Piazza,Clint Eastwood,134,Music,181,6.7,2014,36843642.03,62032730.97
0.796721,12500000,49002684,About Last Night,Kevin Hart,Michael Ealy,Steve Pink,100,Comedy,165,5.8,2014,11513638.13,45135933.7
0.786398,25000000,38307627,Million Dollar Arm,Jon Hamm,Bill Paxton,Craig Gillespie,124,Drama,182,6.6,2014,23027276.27,35284812.41
0.778247,5500000,5483299,Wish I Was Here,Zach Braff,Kate Hudson,Zach Braff,120,Drama,192,6.3,2014,5066000.779,5050617.638
0.777096,6700000,1430655,Infinitely Polar Bear,Mark Ruffalo,Zoe Saldana,Maya Forbes,87,Comedy,76,7,2014,6171310.04,1317763.517
0.757089,13300000,5380251,Under the Skin,Scarlett Johansson,Kry?tof H?dek,Jonathan Glazer,108,Thriller,704,6,2014,12250510.98,4955701.047
0.751773,6000000,3485127,Veronica Mars,Kristen Bell,Jason Dohring,Rob Thomas,107,Comedy,323,6.3,2014,5526546.305,3210119.291
0.740796,22000000,67800064,Son of God,Roma Downey,Diogo Morgado,Christopher Spencer,138,Drama,61,5.8,2014,20264003.12,62450032.19
0.728025,6000000,15071,Barefoot,Evan Rachel Wood,Scott Speedman,Andrew Fleming,90,Comedy,129,6.5,2014,5526546.305,13881.7632
0.72546,3500000,5155325,Justice League: War,Michelle Monaghan,Alan Tudyk,Jay Oliva,79,Animation,141,7,2014,3223818.678,4748523.721
0.722877,8500000,770706,The Zero Theorem,Christoph Waltz,David Thewlis,Terry Gilliam,107,Drama,232,5.7,2014,7829273.932,709890.3994
0.714661,15000000,30127963,When the Game Stands Tall,Jim Caviezel,Michael Chiklis,Thomas Carter,115,Drama,94,6.2,2014,13816365.76,27750597.1
0.688179,2000000,48390,Decoding Annie Parker,Samantha Morton,Helen Hunt,Steven Bernstein,91,Drama,23,5.2,2014,1842182.102,44571.596
0.667732,200000,17834867,The Quiet Ones,Jared Harris,Sam Claflin,John Pogue,98,Horror,147,5.1,2014,184218.2102,16427536.39
0.660405,15000000,31554855,A Most Wanted Man,Philip Seymour Hoffman,Rachel McAdams,Anton Corbijn,121,Thriller,393,6.3,2014,13816365.76,29064894.55
0.646337,6500000,13865435,The Pyramid,Ashley Hinshaw,Denis O'Hare,Gr?gory Levasseur,89,Horror,234,4.7,2014,5987091.83,12771328.09
0.635214,6600000,1554000,Clouds of Sils Maria,Juliette Binoche,Kristen Stewart,Olivier Assayas,124,Drama,173,6.8,2014,6079200.935,1431375.493
0.632048,5000000,2450846,Kill the Messenger,Jeremy Renner,Mary Elizabeth Winstead,Michael Cuesta,112,Thriller,247,6.5,2014,4605455.254,2257452.317
0.615729,1000000,9318,Honeymoon,Rose Leslie,Harry Treadaway,Leigh Janiak,87,Horror,137,5.3,2014,921091.0508,8582.7264
0.602735,2000000,4635300,Locke,Tom Hardy,Ruth Wilson,Steven Knight,85,Drama,480,6.8,2014,1842182.102,4269533.348
0.599079,36000000,52424533,Dolphin Tale 2,Morgan Freeman,Ashley Judd,Charles Martin Smith,107,Family,63,6.8,2014,33159277.83,48287768.19
0.590257,1000000,26501323,The Woman in Black 2: Angel of Death,Helen McCrory,Jeremy Irvine,Tom Harper,90,Thriller,270,4.9,2014,921091.0508,24410131.45
0.574398,50000000,80383113,Muppets Most Wanted,Ricky Gervais,Ty Burrell,James Bobin,112,Comedy,222,6.2,2014,46054552.54,74040166.02
0.559472,2800000,1826705,Tusk,Michael Parks,Justin Long,Kevin Smith,102,Comedy,206,4.9,2014,2579054.942,1682561.628
0.548656,6000000,1020921,5 Flights Up,Morgan Freeman,Diane Keaton,Richard Loncraine,92,Drama,56,5.9,2014,5526546.305,940361.1966
0.540852,12000000,101332962,Heaven is for Real,Greg Kinnear,Kelly Reilly,Randall Wallace,99,Drama,159,6.1,2014,11053092.61,93336884.45
0.49584,70000000,61279452,The Legend of Hercules,Kellan Lutz,Liam McIntyre,Renny Harlin,99,Action,399,4.4,2014,64476373.55,56443954.83
0.485296,30000000,25312387,And So It Goes,Michael Douglas,Diane Keaton,Rob Reiner,94,Comedy,111,5.7,2014,27632731.52,23315013.14
0.470651,2400000,88273,Life After Beth,Aubrey Plaza,Dane DeHaan,Jeff Baena,90,Romance,141,4.8,2014,2210618.522,81307.4703
0.446458,5500000,5000000,Miss Julie,Jessica Chastain,Colin Farrell,Liv Ullmann,120,Drama,15,5.4,2014,5066000.779,4605455.254
0.407983,6000000,32251,Song One,Anne Hathaway,Johnny Flynn,Kate Barker-Froyland,86,Drama,58,5.7,2014,5526546.305,29706.1075
0.403579,1000000,395000,A Girl Walks Home Alone at Night,Sheila Vand,Arash Marandi,Ana Lily Amirpour,99,Horror,146,7,2014,921091.0508,363830.9651
0.401153,318000,121179,Afflicted,Baya Rehaz,Derek Lee,Clif Prowse|Derek Lee,85,Horror,142,6.1,2014,292906.9541,111616.8924
0.398601,7000000,14618727,Beyond the Lights,Minnie Driver,Gugu Mbatha-Raw,Gina Prince-Bythewood,116,Drama,95,6.9,2014,6447637.355,13465178.61
0.386307,5000000,10429707,Moms' Night Out,Sarah Drew,Sean Astin,Andrew Erwin|Jon Erwin,98,Comedy,92,5.7,2014,4605455.254,9606709.78
0.382434,13000000,45300000,Earth to Echo,Teo Halm,Astro,Dave Green,89,Family,223,5.7,2014,11974183.66,41725424.6
0.350612,25000000,39171130,The Gambler,Mark Wahlberg,John Goodman,Rupert Wyatt,111,Thriller,405,5.6,2014,23027276.27,36080177.29
0.34162,12700000,3430018,The Grand Seduction,Brendan Gleeson,Taylor Kitsch,Don McKellar,112,Comedy,63,6.7,2014,11697856.34,3159358.884
0.340308,4000000,2365467,Joe,Nicolas Cage,Tye Sheridan,David Gordon Green,118,Drama,207,6.5,2014,3684364.203,2178810.485
0.318941,500000,15000000,Parts Per Billion,Josh Hartnett,Teresa Palmer,Brian Horiuchi,139,Science Fiction,14,4.8,2014,460545.5254,13816365.76
0.317225,5000000,75143,Better Living Through Chemistry,Olivia Wilde,Michelle Monaghan,Geoff Moore|David Posamentier,91,Drama,60,5.9,2014,4605455.254,69213.5448
0.300442,17000000,29789000,God's Not Dead,Kevin Sorbo,Shane Harper,Harold Cronk,113,Drama,146,6.1,2014,15658547.86,27438381.31
0.283225,7000000,36433975,Devil's Due,Allison Miller,Zach Gilford,Matt Bettinelli-Olpin|Tyler Gillett,89,Horror,164,4.5,2014,6447637.355,33559008.32
0.751476,5000000,4013786,My Old Lady,Maggie Smith,Kevin Kline,Israel Horovitz,107,Romance,65,6,2014,4605455.254,3697062.364
0.19104,8000000,53086,Aloft,Jennifer Connelly,M?lanie Laurent,Claudia Llosa,112,Drama,20,5.1,2014,7368728.406,48897.0395
0.151591,5900000,23000000,Mrs. Brown's Boys D'Movie,Brendan O'Carroll,Jennifer Gibney,Ben Kellett,94,Comedy,20,5.2,2014,5434437.2,21185094.17
12.037933,11000000,775398007,Star Wars,Mark Hamill,Harrison Ford,George Lucas,121,Adventure,4428,7.9,1977,39575591.36,2789712242
2.379469,14000000,185438673,The Spy Who Loved Me,Roger Moore,Barbara Bach,Lewis Gilbert,125,Adventure,279,6.2,1977,50368934.46,667167740.4
1.719385,1200000,71215869,The Rescuers,Bob Newhart,Eva Gabor,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Fantasy,332,6.6,1977,4317337.239,256219102.7
1.179653,4000000,38251425,Annie Hall,Woody Allen,Diane Keaton,Woody Allen,93,Comedy,493,7.6,1977,14391124.13,137620251.3
1.104816,20000000,303788635,Close Encounters of the Third Kind,Richard Dreyfuss,Fran?ois Truffaut,Steven Spielberg,135,Science Fiction,600,7,1977,71955620.65,1092964989
1.048838,22000000,50750000,A Bridge Too Far,Dirk Bogarde,James Caan,Richard Attenborough,175,Drama,109,6.4,1977,79151182.72,182587387.4
0.75125,3500000,16000000,Sinbad and the Eye of the Tiger,Patrick Wayne,Taryn Power,Sam Wanamaker,113,Action,15,5.9,1977,12592233.61,57564496.52
0.602862,3500000,237113184,Saturday Night Fever,John Travolta,Karen Lynn Gorney,John Badham,118,Drama,192,6.3,1977,12592233.61,853081316
0.560826,3400000,31063038,High Anxiety,Mel Brooks,Madeline Kahn,Mel Brooks,94,Comedy,29,6.2,1977,12232455.51,111758008.9
0.49548,5500000,26414658,The Gauntlet,Clint Eastwood,Sondra Locke,Clint Eastwood,109,Drama,45,6.7,1977,19787795.68,95034155.53
